year,country,Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from nuclear sources (% of total),Electric power consumption (kWh per capita),"Annual freshwater withdrawals, total (billion cubic meters)","Annual freshwater withdrawals, total (% of internal resources)","Industrial design applications, nonresident, by count","Industrial design applications, resident, by count","Trademark applications, nonresident, by count","Trademark applications, resident, by count","Air transport, registered carrier departures worldwide","Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Secure Internet servers,Secure Internet servers (per 1 million people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Individuals using the Internet (% of population)
1960,KEN,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,KGZ,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,KHM,,,,,,,,,,,,,,,0.0,0.0,1774.0,0.032011976,,,,,,,
1960,KIR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,KNA,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,KOR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,KWT,,,,,,,,,,,,,,,0.0,0.0,3316.0,1.085735802,,,,,,,
1960,LAC,,,,,,,,,,,,,,,0.0,0.0,2391458.0,1.47773759868073,,,,,,,
1960,LAO,,,,,,,,,,,,,,,0.0,0.0,736.0,0.034675567,,,,,,,
1960,LBN,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,LBR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,LBY,,,,,,,,,,,,,,,0.0,0.0,8427.0,0.590545387,,,,,,,
1960,LCA,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,LCN,,,,,,,,,,,,,,,0.0,0.0,2770517.0,1.52675256078892,,,,,,,
1960,LDC,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,LKA,,,,,,,,,,,,,,,0.0,0.0,22772.0,0.232750388,,,,,,,
1960,LMY,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,LSO,,,,,,,,,,,,,,,0.0,0.0,400.0,0.054212442,,,,,,,
1960,LTE,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,LTU,,,,,,,,,,,,,,,0.0,0.0,40388.0,1.404465859,,,,,,,
1960,LUX,,,,,,,,,,,,,,,0.0,0.0,36486.0,11.61353161,,,,,,,
1960,LVA,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MAC,,,,,,,,,,,,,,,0.0,0.0,2304.0,1.301591964,,,,,,,
1960,MAR,,,,,,,,,,,,,,,0.0,0.0,78690.0,0.638275506,,,,,,,
1960,MCO,,,,,,,,,,,,,,,0.0,0.0,3660.0,16.79053124,,,,,,,
1960,MDA,,,,,,,,,,,,,,,0.0,0.0,20500.0,0.65426917,,,,,,,
1960,MDG,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MDV,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MEA,,,,,,,,,,,,,,,0.0,0.0,578741.0,0.777724934206494,,,,,,,
1960,MEX,,,,,,,,,,,,,,,0.0,0.0,338450.0,0.933190379,,,,,,,
1960,MHL,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MIC,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MKD,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MLI,,,,,,,,,,,,,,,0.0,0.0,1648.0,0.03082222,,,,,,,
1960,MLT,,,,,,,,,,,,,,,0.0,0.0,9268.0,2.745032995,,,,,,,
1960,MMR,,,,,,,,,,,,,,,0.0,0.0,11476.0,0.0528344,,,,,,,
1960,MNA,,,,,,,,,,,,,,,0.0,0.0,500746.0,0.697098035981407,,,,,,,
1960,MNG,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MNP,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MOZ,,,,,,,,,,,,,,,0.0,0.0,9403.0,0.138516213,,,,,,,
1960,MRT,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,MUS,,,,,,,,,,,,,,,0.0,0.0,6047.0,0.89362375,,,,,,,
1960,MWI,,,,,,,,,,,,,,,0.0,0.0,3500.0,0.09665622,,,,,,,
1960,MYS,,,,,,,,,,,,,,,0.0,0.0,48021.0,0.612998932,,,,,,,
1960,NAC,,,,,,,,,,,,,,,0.0,0.0,54265802.0,27.9518971730683,,,,,,,
1960,NAM,,,,,,,,,,,,,,,0.0,0.0,11000.0,1.863834993,,,,,,,
1960,NCL,,,,,,,,,,,,,,,0.0,0.0,2394.0,2.946969324,,,,,,,
1960,NER,,,,,,,,,,,,,,,0.0,0.0,758.0,0.021673051,,,,,,,
1960,NGA,,,,,,,,,,,,,,,0.0,0.0,20544.0,0.045726148,,,,,,,
1960,NIC,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,NLD,,,,,,,,,,,,,,,0.0,0.0,1043656.0,9.080705354,,,,,,,
1960,NOR,,,,,,,,,,,,,,,0.0,0.0,454900.0,12.70131118,,,,,,,
1960,NPL,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,NRU,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,NZL,,,,,,,,,,,,,,,0.0,0.0,537035.0,22.55322866,,,,,,,
1960,OED,,,,,,,,,,,,,,,0.0,0.0,84305594.0,11.0416807474496,,,,,,,
1960,OMN,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,OSS,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PAK,,,,,,,,,,,,,,,0.0,0.0,66776.0,0.145309813,,,,,,,
1960,PAN,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PER,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PHL,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PNG,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,POL,,,,,,,,,,,,,,,0.0,0.0,535202.0,1.81363524,,,,,,,
1960,PRE,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PRI,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PRK,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PRT,,,,,,,,,,,,,,,0.0,0.0,95697.0,1.077369367,,,,,,,
1960,PRY,,,,,,,,,,,,,,,0.0,0.0,8189.0,0.432176202,,,,,,,
1960,PSS,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,PST,,,,,,,,,,,,,,,0.0,0.0,84112579.0,12.0190842732715,,,,,,,
1960,PYF,,,,,,,,,,,,,,,0.0,0.0,827.0,0.97464968,,,,,,,
1960,QAT,,,,,,,,,,,,,,,0.0,0.0,600.0,1.649031194,,,,,,,
1960,ROU,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,RUS,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,RWA,,,,,,,,,,,,,,,0.0,0.0,1366.0,0.046052778,,,,,,,
1960,SAS,,,,,,,,,,,,,,,0.0,0.0,429647.0,0.0841559963423821,,,,,,,
1960,SDN,,,,,,,,,,,,,,,0.0,0.0,17339.0,0.208239706,,,,,,,
1960,SEN,,,,,,,,,,,,,,,0.0,0.0,9494.0,0.290054586,,,,,,,
1960,SGP,,,,,,,,,,,,,,,0.0,0.0,37113.0,2.317999299,,,,,,,
1960,SLB,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,SLE,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,SLV,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,SOM,,,,,,,,,,,,,,,0.0,0.0,1249.0,0.043508067,,,,,,,
1960,SSA,,,,,,,,,,,,,,,0.0,0.0,844742.0,0.511579539251812,,,,,,,
1960,SSF,,,,,,,,,,,,,,,0.0,0.0,844742.0,0.511579539251812,,,,,,,
1960,SST,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,STP,,,,,,,,,,,,,,,0.0,0.0,352.0,0.517357947,,,,,,,
1960,SUR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,SVK,,,,,,,,,,,,,,,0.0,0.0,79322.0,1.923312398,,,,,,,
1960,SVN,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,SWE,,,,,,,,,,,,,,,0.0,0.0,2089300.0,27.88374854,,,,,,,
1960,SWZ,,,,,,,,,,,,,,,0.0,0.0,1200.0,0.347760567,,,,,,,
1960,SYC,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,SYR,,,,,,,,,,,,,,,0.0,0.0,38885.0,0.843362153,,,,,,,
1960,TCA,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TCD,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TEA,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TEC,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TGO,,,,,,,,,,,,,,,0.0,0.0,1164.0,0.070487057,,,,,,,
1960,THA,,,,,,,,,,,,,,,0.0,0.0,37148.0,0.139672072,,,,,,,
1960,TJK,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TKM,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TLA,,,,,,,,,,,,,,,0.0,0.0,2615115.0,1.50123731245555,,,,,,,
1960,TMN,,,,,,,,,,,,,,,0.0,0.0,500746.0,0.697098035981407,,,,,,,
1960,TON,,,,,,,,,,,,,,,0.0,0.0,529.0,0.784540547,,,,,,,
1960,TSA,,,,,,,,,,,,,,,0.0,0.0,429647.0,0.0841559963423821,,,,,,,
1960,TSS,,,,,,,,,,,,,,,0.0,0.0,844742.0,0.511579539251812,,,,,,,
1960,TTO,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TUN,,,,,,,,,,,,,,,0.0,0.0,26218.0,0.624912554,,,,,,,
1960,TUR,,,,,,,,,,,,,,,0.0,0.0,180030.0,0.654393264,,,,,,,
1960,TUV,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,TZA,,,,,,,,,,,,,,,0.0,0.0,8130.0,0.080956276,,,,,,,
1960,UGA,,,,,,,,,,,,,,,0.0,0.0,7000.0,0.091890698,,,,,,,
1960,UKR,,,,,,,,,,,,,,,0.0,0.0,1200000.0,2.812797827,,,,,,,
1960,URY,,,,,,,,,,,,,,,0.0,0.0,110000.0,4.349509158,,,,,,,
1960,USA,,,,,,,,,,,,,,,0.0,0.0,49269000.0,27.96378775,,,,,,,
1960,UZB,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,VCT,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,VEN,,,,,,,,,,,,,,,0.0,0.0,125000.0,1.532437973,,,,,,,
1960,VGB,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,VIR,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,VNM,,,,,,,,,,,,,,,0.0,0.0,7217.0,0.022057883,,,,,,,
1960,VUT,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,WSM,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,YEM,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
1960,ZAF,,,,,,,,,,,,,,,0.0,0.0,650013.0,3.934598356,,,,,,,
1960,ZMB,,,,,,,,,,,,,,,0.0,0.0,15000.0,0.48085708,,,,,,,
1960,ZWE,,,,,,,,,,,,,,,0.0,0.0,55000.0,1.444969012,,,,,,,
1961,AFE,,,,,,,,,,,,,,,,,802701.0,0.84236798921054,,,,,,,
1961,AFG,,,,,,,,,,,,,,,,,7700.0,0.0855843,,,,,,,
1961,AFW,,,,,,,,,,,,,,,,,42041.0,0.061229388011098,,,,,,,
1961,AGO,,,,,,,,,,,,,,,,,6666.0,0.122201,,,,,,,
1961,ALB,,,,,,,,,,,,,,,,,6845.0,0.418376,,,,,,,
1961,ARG,,,,,,,,,,,,,,,,,914656.0,4.46571,,,,,,,
1961,AUS,,,,,,,,,,,,,,,,,1561970.0,15.2505,,,,,,,
1961,AUT,,,,,,,,,,,,,,,,,428807.0,6.06451,,,,,,,
1961,BEL,,,,,,,,,,,,,,,,,779262.0,8.50039,,,,,,,
1961,BEN,,,,,,,,,,,,,,,,,2176.0,0.0894876,,,,,,,
1961,BLR,,,,,,,,,,,,,,,,,75000.0,0.92309,,,,,,,
1961,BLZ,,,,,,,,,,,,,,,,,1018.0,1.10575,,,,,,,
1961,BMU,,,,,,,,,,,,,,,,,9300.0,20.6763,,,,,,,
1961,BRA,,,,,,,,,,,,,,,,,650000.0,0.900536,,,,,,,
1961,BRB,,,,,,,,,,,,,,,,,6933.0,3.00156,,,,,,,
1961,BTN,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1961,BWA,,,,,,,,,,,,,,,,,400.0,0.0795632,,,,,,,
1961,CAN,,,,,,,,,,,,,,,,,4987500.0,27.9453,,,,,,,
1961,CHE,,,,,,,,,,,,,,,,,1090980.0,20.6597,,,,,,,
1961,CHL,,,,,,,,,,,,,,,,,131803.0,1.6206,,,,,,,
1961,CIV,,,,,,,,,,,,,,,,,3690.0,0.105322,,,,,,,
1961,COL,,,,,,,,,,,,,,,,,274937.0,1.71218,,,,,,,
1961,COM,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
1961,CPV,,,,,,,,,,,,,,,,,188.0,0.0931777,,,,,,,
1961,CRI,,,,,,,,,,,,,,,,,10000.0,0.751438,,,,,,,
1961,CUB,,,,,,,,,,,,,,,,,155402.0,2.17612,,,,,,,
1961,CYP,,,,,,,,,,,,,,,,,10630.0,1.85538,,,,,,,
1961,DEU,,,,,,,,,,,,,,,,,3220990.0,4.38742,,,,,,,
1961,DNK,,,,,,,,,,,,,,,,,833987.0,18.2049,,,,,,,
1961,EAR,,,,,,,,,,,,,,,,,3271621.0,0.403285952371649,,,,,,,
1961,ECS,,,,,,,,,,,,,,,,,24818966.0,5.45075830946118,,,,,,,
1961,EGY,,,,,,,,,,,,,,,,,220503.0,0.827935,,,,,,,
1961,EMU,,,,,,,,,,,,,,,,,13019262.0,5.02712681778808,,,,,,,
1961,ESP,,,,,,,,,,,,,,,,,1302750.0,4.28502,,,,,,,
1961,ETH,,,,,,,,,,,,,,,,,8636.0,0.0389865,,,,,,,
1961,EUU,,,,,,,,,,,,,,,,,16721151.0,5.37967528693729,,,,,,,
1961,FCS,,,,,,,,,,,,,,,,,1506742.0,0.808099358591479,,,,,,,
1961,FIN,,,,,,,,,,,,,,,,,428283.0,9.65778,,,,,,,
1961,FJI,,,,,,,,,,,,,,,,,5164.0,1.31239,,,,,,,
1961,FRA,,,,,,,,,,,,,,,,,2193710.0,4.80307,,,,,,,
1961,FRO,,,,,,,,,,,,,,,,,3208.0,9.26766,,,,,,,
1961,GBR,,,,,,,,,,,,,,,,,5037000.0,9.61799,,,,,,,
1961,GIB,,,,,,,,,,,,,,,,,1960.0,8.36892,,,,,,,
1961,GIN,,,,,,,,,,,,,,,,,2054.0,0.0587838,,,,,,,
1961,GNB,,,,,,,,,,,,,,,,,325.0,0.0527481,,,,,,,
1961,GRC,,,,,,,,,,,,,,,,,181734.0,2.19655,,,,,,,
1961,GRD,,,,,,,,,,,,,,,,,1053.0,1.17088,,,,,,,
1961,GTM,,,,,,,,,,,,,,,,,17821.0,0.423227,,,,,,,
1961,GUM,,,,,,,,,,,,,,,,,2644.0,3.96152,,,,,,,
1961,GUY,,,,,,,,,,,,,,,,,5323.0,0.930889,,,,,,,
1961,HKG,,,,,,,,,,,,,,,,,79145.0,2.59828,,,,,,,
1961,HUN,,,,,,,,,,,,,,,,,243400.0,2.43376,,,,,,,
1961,IDB,,,,,,,,,,,,,,,,,150943.0,0.159170528303919,,,,,,,
1961,IDN,,,,,,,,,,,,,,,,,82862.0,0.0944285,,,,,,,
1961,IND,,,,,,,,,,,,,,,,,332399.0,0.0737767,,,,,,,
1961,IRL,,,,,,,,,,,,,,,,,110625.0,3.96307,,,,,,,
1961,IRN,,,,,,,,,,,,,,,,,116417.0,0.531417,,,,,,,
1961,ISL,,,,,,,,,,,,,,,,,33000.0,18.7936,,,,,,,
1961,ISR,,,,,,,,,,,,,,,,,64811.0,3.14543,,,,,,,
1961,ITA,,,,,,,,,,,,,,,,,3057650.0,6.15221,,,,,,,
1961,JAM,,,,,,,,,,,,,,,,,19932.0,1.22393,,,,,,,
1961,JOR,,,,,,,,,,,,,,,,,11606.0,1.24381,,,,,,,
1961,JPN,,,,,,,,,,,,,,,,,3632940.0,3.87829,,,,,,,
1961,KHM,,,,,,,,,,,,,,,,,1774.0,0.0310011,,,,,,,
1961,KWT,,,,,,,,,,,,,,,,,3316.0,1.23258,,,,,,,
