year,country,Electricity production from natural gas sources (% of total),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",Population growth (annual %),"Population, total"
1960,MYS,,,,7956197.0
1960,NAC,,,,198622564.0
1960,NAM,,,,591465.0
1960,NCL,,,,79819.0
1960,NER,,,,3505050.0
1960,NGA,,,,45053782.0
1960,NIC,,,,1782370.0
1960,NLD,,,,11486631.0
1960,NOR,,,,3581239.0
1960,NPL,,,,10123658.0
1960,NRU,,,,4607.0
1960,NZL,,,,2371800.0
1960,OED,,,,809580666.0
1960,OMN,,,,530485.0
1960,OSS,,,,5458853.0
1960,PAK,,,,45709310.0
1960,PAN,,,,1126005.0
1960,PER,,,,10174127.0
1960,PHL,,,,27891897.0
1960,PLW,,,,9328.0
1960,PNG,,,,1995110.0
1960,POL,,,,29637450.0
1960,PRE,,,,188920253.0
1960,PRI,,,,2358000.0
1960,PRK,,,,11722953.0
1960,PRT,,,,8857716.0
1960,PRY,,,,1883514.0
1960,PSS,,,,912120.0
1960,PST,,,,756379385.0
1960,PYF,,,,83671.0
1960,QAT,,,,36010.0
1960,ROU,,,,18406905.0
1960,RUS,,,,119897000.0
1960,RWA,,,,3022294.0
1960,SAS,,,,562663671.0
1960,SAU,,,,2435403.0
1960,SDN,,,,8364489.0
1960,SEN,,,,3340907.0
1960,SGP,,,,1646400.0
1960,SLB,,,,139688.0
1960,SLE,,,,2268356.0
1960,SLV,,,,2791459.0
1960,SMR,,,,15428.0
1960,SOM,,,,2876331.0
1960,SRB,,,,6638992.0
1960,SSA,,,,227661305.0
1960,SSD,,,,2931559.0
1960,SSF,,,,227703005.0
1960,SST,,,,8084378.0
1960,STP,,,,68012.0
1960,SUR,,,,263918.0
1960,SVK,,,,4068095.0
1960,SVN,,,,1584720.0
1960,SWE,,,,7484656.0
1960,SWZ,,,,345337.0
1960,SXM,,,,2715.0
1960,SYC,,,,41700.0
1960,SYR,,,,4673500.0
1960,TCA,,,,5599.0
1960,TCD,,,,3049838.0
1960,TEA,,,,884252517.0
1960,TEC,,,,308759361.0
1960,TGO,,,,1673110.0
1960,THA,,,,26851747.0
1960,TJK,,,,2112131.0
1960,TKM,,,,1643457.0
1960,TLA,,,,208671107.0
1960,TLS,,,,468118.0
1960,TMN,,,,97138700.0
1960,TON,,,,66170.0
1960,TSA,,,,562663671.0
1960,TSS,,,,227703005.0
1960,TTO,,,,844943.0
1960,TUN,,,,4267288.0
1960,TUR,,,,28329898.0
1960,TUV,,,,5598.0
1960,TZA,,,,9901419.0
1960,UGA,,,,7640973.0
1960,UKR,,,,42824093.0
1960,URY,,,,2529957.0
1960,USA,,,,180671000.0
1960,UZB,,,,8209109.0
1960,VCT,,,,84388.0
1960,VEN,,,,8160090.0
1960,VGB,,,,7950.0
1960,VIR,,,,32500.0
1960,VNM,,,,32531933.0
1960,VUT,,,,64431.0
1960,WSM,,,,112490.0
1960,XKX,,,,984846.0
1960,YEM,,,,5532301.0
1960,ZAF,,,,16440172.0
1960,ZMB,,,,3153729.0
1960,ZWE,,,,3809389.0
1961,ABW,,,1.18734426572715,55578.0
1961,AFE,,,2.66224926978948,133534923.0
1961,AFG,,,1.9622391202036,9214083.0
1961,AFW,,,2.12611833801637,99706674.0
1961,AGO,,,1.32779747379503,5301583.0
1961,ALB,,,3.12085537059054,1659800.0
1961,AND,,,7.81481696897547,10283.0
1961,ARB,,,2.61176285958358,93931683.0
1961,ARE,,,4.94302750761822,137989.0
1961,ARG,,,1.65516691395024,20726276.0
1961,ARM,,,3.36490835768791,1927484.0
1961,ASM,,,2.61295779479513,20666.0
1961,ATG,,,1.67111956299929,56540.0
1961,AUS,,,1.9897400460104,10483000.0
1961,AUT,,,0.548472356417754,7086299.0
1961,AZE,,,3.81016460369916,4045750.0
1961,BDI,,,2.53116670769937,2835119.0
1961,BEL,,,0.332205945818093,9183948.0
1961,BEN,,,1.65223597640713,2559223.0
1961,BFA,,,1.44604411628792,4848224.0
1961,BGD,,,2.8187180554552,53310348.0
1961,BGR,,,0.958155881300658,7943118.0
1961,BHR,,,4.06718717565394,172346.0
1961,BHS,,,4.93152739869518,122197.0
1961,BIH,,,2.01092362045892,3348035.0
1961,BLR,,,0.889131362938781,8271216.0
1961,BLZ,,,2.50242849833413,93632.0
1961,BMU,,,2.14467209295879,43123.0
1961,BOL,,,2.04277785008297,3778731.0
1961,BRA,,,3.01712402135294,74605447.0
1961,BRB,,,0.971904530224969,233148.0
1961,BRN,,,4.61201690841858,92517.0
1961,BTN,,,2.86722992641214,230602.0
1961,BWA,,,2.25599473789155,527942.0
1961,CAF,,,1.87580094287151,1734580.0
1961,CAN,,,1.99918455690026,18271000.0
1961,CEB,,,0.909144379314171,92232738.0
1961,CHE,,,1.97861505905873,5434294.0
1961,CHI,,,0.875157209711325,111782.0
1961,CHL,,,2.08103660573373,8324802.0
1961,CHN,,,-1.01552778731319,660330000.0
1961,CIV,,,3.64787473296497,3810151.0
1961,CMR,,,1.54289373952713,5239273.0
1961,COD,,,2.57087377987403,15662374.0
1961,COG,,,2.58355677698672,1084389.0
1961,COL,,,3.08524293939335,16095203.0
1961,COM,,,1.75536782155881,201201.0
1961,CPV,,,2.38207875396116,215087.0
1961,CRI,,,3.72806548070635,1377920.0
1961,CSS,,,2.2008223391434,1751114.0
1961,CUB,,,2.03814210409559,7387117.0
1961,CUW,,,1.03527111034878,126125.0
1961,CYM,,,2.03189796273999,8601.0
1961,CYP,,,1.52692805249667,595514.0
1961,CZE,,,-0.160042500915763,9586651.0
1961,DEU,,,0.769854344284138,73377632.0
1961,DJI,,,3.8382492011536,89390.0
1961,DMA,,,1.39991080391268,60209.0
1961,DNK,,,0.698142052204406,4611687.0
1961,DOM,,,3.15906447757547,3373233.0
1961,DZA,,,1.76948075825483,11628883.0
1961,EAP,,,-0.0476531618067781,895534581.0
1961,EAR,,,2.60782753758444,994176841.0
1961,EAS,,,0.183291764718405,1044749888.0
1961,ECA,,,2.17953976420748,131617926.0
1961,ECS,,,1.14722650627921,675549997.0
1961,ECU,,,2.82284107418411,4722331.0
1961,EGY,,,2.58529225783425,27600898.0
1961,EMU,,,0.860259063730666,272472951.0
1961,ERI,,,2.34000474270375,995573.0
1961,ESP,,,0.92901553460921,30739250.0
1961,EST,,,1.11138977039487,1225077.0
1961,ETH,,,2.44640117846121,21906102.0
1961,EUU,,,0.830851042681729,360682976.0
1961,FCS,,,2.16027341879507,250748792.0
1961,FIN,,,0.705711483663754,4461005.0
1961,FJI,,,3.04513534106385,417406.0
1961,FRA,,,1.03446883809664,47905982.0
1961,FRO,,,1.25212747661323,34557.0
1961,FSM,,,3.53403340644192,44610.0
1961,GAB,,,1.1547001812419,518266.0
1961,GBR,,,0.760459938521921,52800000.0
1961,GEO,,,1.57843586242192,3703600.0
1961,GHA,,,2.85283695739167,7162667.0
1961,GIB,,,0.150991769895871,21872.0
1961,GIN,,,1.75030596022107,3619551.0
1961,GMB,,,2.6941244559787,408930.0
1961,GNB,,,0.844540064268752,582532.0
1961,GNQ,,,1.86859557379736,274896.0
1961,GRC,,,0.792901846960662,8398050.0
1961,GRD,,,1.34853912491693,95335.0
1961,GRL,,,3.62577480226244,33700.0
1961,GTM,,,2.971082513082,4186201.0
1961,GUM,,,2.53641931005011,71311.0
1961,GUY,,,2.33141961707474,582568.0
1961,HKG,,,1.70085104266433,3168100.0
1961,HND,,,2.82962830633886,2121242.0
1961,HPC,,,2.43467593599622,167634887.0
1961,HRV,,,0.652691769096606,4167292.0
1961,HTI,,,1.81288418514548,3929030.0
1961,HUN,,,0.453239643988489,10029321.0
1961,IBD,,,1.15710475295229,1915613080.0
1961,IBT,,,1.393106418996,2321079191.0
1961,IDA,,,2.52314647153665,405466111.0
1961,IDB,,,2.5470083844197,123878633.0
1961,IDN,,,2.78673050525734,90791249.0
1961,IDX,,,2.51265242955014,281587478.0
1961,IMN,,,-0.856980758315532,48451.0
1961,IND,,,2.39642770212636,446564729.0
1961,IRL,,,-0.148593694420762,2824400.0
1961,IRN,,,3.00641779761326,22125726.0
1961,IRQ,,,2.42687289162243,7194553.0
1961,ISL,,,1.94871974343751,179029.0
1961,ISR,,,3.30244804063226,2185000.0
1961,ITA,,,0.668382874410405,50536350.0
1961,JAM,,,1.39960987986487,1673261.0
1961,JOR,,,5.040294406168,897591.0
1961,JPN,,,0.89603367679599,94055000.0
1961,KAZ,,,3.25610786569672,9742085.0
1961,KEN,,,3.73009594178482,7987770.0
1961,KGZ,,,3.7762492331493,2255900.0
1961,KHM,,,2.19953566262663,5571168.0
1961,KIR,,,2.44251773778024,48323.0
1961,KNA,,,-0.856551699171642,55334.0
1961,KOR,,,2.96724397295283,25765673.0
1961,KWT,,,10.6293983268332,345945.0
1961,LAC,,,2.82878308327437,199676421.0
1961,LAO,,,2.25031691737593,2169796.0
1961,LBN,,,3.05569955105057,1850084.0
1961,LBR,,,2.44416842967272,1167717.0
1961,LBY,,,4.12111236306,1555699.0
1961,LCA,,,0.972733721344508,93490.0
1961,LCN,,,2.79594489542913,224737321.0
1961,LDC,,,2.42251051297598,250984924.0
1961,LIE,,,2.55654826170639,16877.0
1961,LKA,,,2.43338940773861,9899372.0
1961,LMY,,,1.41575447274154,2136240778.0
1961,LSO,,,2.98606305457089,758824.0
1961,LTE,,,0.189918883252588,1096959453.0
1961,LTU,,,1.60657495946158,2823550.0
1961,LUX,,,0.911525536470683,316845.0
1961,LVA,,,1.48362675105514,2152681.0
1961,MAC,,,0.004615766304582,173323.0
1961,MAF,,,3.1498667059371,4386.0
1961,MAR,,,2.59949911503816,11931085.0
1961,MCO,,,0.425542292625302,21901.0
1961,MDA,,,2.17760212493563,2103327.0
1961,MDG,,,2.60952453699851,5246158.0
1961,MDV,,,2.44922581308314,93450.0
1961,MEA,,,2.65944622277179,105933296.0
1961,MEX,,,3.12431006208309,37890118.0
1961,MHL,,,3.44930926571425,15219.0
1961,MIC,,,1.34965330606293,1996885454.0
1961,MKD,,,1.39174561420741,1455171.0
1961,MLI,,,1.46505557125963,5482283.0
1961,MLT,,,-0.398895895605156,325250.0
1961,MMR,,,2.18634979176609,22210581.0
1961,MNA,,,2.5964780257508,99660885.0
1961,MNE,,,2.17375925679767,491140.0
1961,MNG,,,3.19009737101048,1009284.0
1961,MNP,,,2.92164483999472,8995.0
1961,MOZ,,,1.78976365012273,6834936.0
1961,MRT,,,2.61846246375525,846167.0
1961,MUS,,,0.600249326990855,680757.0
1961,MWI,,,2.38039429068488,3715534.0
1961,MYS,,,2.58373842201017,8164443.0
1961,NAC,,,1.70300842556841,202005123.0
1961,NAM,,,1.94257915958139,603067.0
1961,NCL,,,3.32912350502977,82521.0
1961,NER,,,2.89937156940821,3608162.0
1961,NGA,,,2.05520464816869,45989310.0
1961,NIC,,,2.98909653641935,1836451.0
1961,NLD,,,1.31529458823228,11638712.0
1961,NOR,,,0.794353922504427,3609800.0
1961,NPL,,,1.90532606188008,10318396.0
1961,NRU,,,3.56076419628584,4774.0
1961,NZL,,,1.99944049933518,2419700.0
1961,OED,,,1.38549047316306,820797329.0
1961,OMN,,,1.75070501890693,539854.0
1961,OSS,,,1.62043198452129,5547310.0
1961,PAK,,,2.61692428891528,46921277.0
1961,PAN,,,2.96319596675849,1159870.0
1961,PER,,,2.91552788607425,10475123.0
1961,PHL,,,3.17829224985788,28792621.0
1961,PLW,,,2.40439480840999,9555.0
1961,PNG,,,2.52495512728897,2046127.0
1961,POL,,,1.09578967474124,29964000.0
1961,PRE,,,2.34092635901774,193342737.0
1961,PRI,,,1.75390951961888,2399722.0
1961,PRK,,,2.25837186242333,11990713.0
1961,PRT,,,0.805085263650629,8929316.0
1961,PRY,,,2.30296503353652,1927394.0
1961,PSS,,,2.86409682936454,938244.0
1961,PST,,,1.19835550515432,765443499.0
1961,PYF,,,2.08517060757554,85434.0
1961,QAT,,,9.70506047558882,39680.0
1961,ROU,,,0.802690192184129,18555250.0
1961,RUS,,,1.11060183638626,121236000.0
1961,RWA,,,2.75703524902543,3106779.0
1961,SAS,,,2.46836373411425,576552257.0
1961,SAU,,,3.66621399112939,2526347.0
1961,SDN,,,3.18216342107723,8634941.0
1961,SEN,,,2.81748096900715,3436375.0
1961,SGP,,,3.34479340675401,1702400.0
1961,SLB,,,2.28176919978663,142912.0
1961,SLE,,,1.56899222481449,2304227.0
1961,SLV,,,2.77532064524918,2870016.0
1961,SMR,,,2.37626065447306,15799.0
1961,SOM,,,2.59856756140979,2952054.0
1961,SRB,,,0.751575277115895,6689077.0
1961,SSA,,,2.43229871672746,233198708.0
1961,SSD,,,1.52890035182107,2976724.0
1961,SSF,,,2.43237545327959,233241597.0
1961,SST,,,1.88375654874129,8236668.0
1961,STP,,,1.01669261276963,68707.0
1961,SUR,,,3.30674853850826,272791.0
1961,SVK,,,2.99236759278997,4191667.0
1961,SVN,,,0.592102460583273,1594131.0
1961,SWE,,,0.471081377263699,7519998.0
1961,SWZ,,,2.26949009124184,353264.0
1961,SXM,,,8.97699994287096,2970.0
1961,SYC,,,2.8114253994075,42889.0
1961,SYR,,,2.9924565819662,4815466.0
1961,TCA,,,0.409946211758397,5622.0
1961,TCD,,,2.01601008682063,3111947.0
1961,TEA,,,-0.0785205568151071,883558197.0
1961,TEC,,,1.53006697018006,313483586.0
1961,TGO,,,1.75410405447791,1702717.0
1961,THA,,,2.93069234462544,27650334.0
1961,TJK,,,3.24551254290557,2181805.0
1961,TKM,,,3.11167510873897,1695400.0
1961,TLA,,,2.83295664885699,214582669.0
1961,TLS,,,1.52068471428167,475291.0
1961,TMN,,,2.5964780257508,99660885.0
1961,TON,,,2.78244868208665,68037.0
1961,TSA,,,2.46836373411425,576552257.0
1961,TSS,,,2.43237545327959,233241597.0
1961,TTO,,,2.13123674946673,863144.0
1961,TUN,,,1.14149601585088,4316278.0
1961,TUR,,,2.7481341991326,29119238.0
1961,TUV,,,0.889210909767912,5648.0
1961,TZA,,,2.85212872171048,10187886.0
1961,UGA,,,2.85436766477907,7862217.0
1961,UKR,,,1.33531846186007,43399766.0
1961,URY,,,1.2603070862254,2562044.0
1961,USA,,,1.65773003738953,183691000.0
1961,UZB,,,3.69032513859326,8517711.0
1961,VCT,,,1.74093132858166,85870.0
1961,VEN,,,3.5610998156399,8455915.0
1961,VGB,,,1.05106072708501,8034.0
1961,VIR,,,5.39052648362024,34300.0
1961,VNM,,,2.66049299602515,33409059.0
1961,VUT,,,2.80518795456956,66264.0
1961,WSM,,,2.6371568522779,115496.0
1961,XKX,,,2.66262679574841,1011421.0
1961,YEM,,,2.19773113439037,5655232.0
1961,ZAF,,,2.80611008680151,16908035.0
1961,ZMB,,,3.13258752466894,3254086.0
1961,ZWE,,,3.1272647474993,3930401.0
1962,ABW,,,1.32622723498415,56320.0
1962,AFE,,,2.7234343782862,137171659.0
1962,AFG,,,2.0445228359303,9404406.0
1962,AFW,,,2.15440141950778,101854756.0
1962,AGO,,,0.989638884942996,5354310.0
1962,ALB,,,3.05673050279088,1711319.0
1962,AND,,,7.51910047505593,11086.0
1962,ARB,,,2.6582255531395,96428599.0
1962,ARE,,,4.91872874289777,144946.0
1962,ARG,,,1.65684089054911,21072538.0
1962,ARM,,,3.27674969627335,1991689.0
1962,ASM,,,3.01233338010289,21298.0
1962,ATG,,,1.39803464261739,57336.0
1962,AUS,,,2.4406394012832,10742000.0
1962,AUT,,,0.612895847822874,7129864.0
1962,AZE,,,2.98053448723233,4168150.0
1962,BDI,,,2.53620467713375,2907943.0
1962,BEL,,,0.398054786807546,9220578.0
1962,BEN,,,1.75980677292952,2604659.0
1962,BFA,,,1.46294092951544,4919672.0
1962,BGD,,,2.90394064545035,54881146.0
1962,BGR,,,0.875259033561633,8012946.0
1962,BHR,,,3.9829544166382,179349.0
1962,BHS,,,5.02399316253286,128493.0
1962,BIH,,,1.76146690186357,3407532.0
1962,BLR,,,0.971087470193567,8351928.0
1962,BLZ,,,2.54133903949565,96042.0
1962,BMU,,,2.55502555158133,44239.0
1962,BOL,,,2.06292516256145,3857493.0
1962,BRA,,,2.98413178984127,76865323.0
1962,BRB,,,0.886480658601227,235224.0
1962,BRN,,,4.44174557138531,96719.0
1962,BTN,,,3.00468103385092,237636.0
1962,BWA,,,2.29270955077689,540186.0
1962,CAF,,,1.91486981829662,1768115.0
1962,CAN,,,1.85988823339904,18614000.0
1962,CEB,,,0.842173849376564,93009498.0
1962,CHE,,,2.53501253675864,5573815.0
1962,CHI,,,1.04212570163464,112953.0
1962,CHL,,,2.04808518245749,8497059.0
1962,CHN,,,0.820455548748518,665770000.0
1962,CIV,,,3.7801925666292,3956939.0
1962,CMR,,,1.8784444358221,5338620.0
1962,COD,,,2.60490324926214,16075724.0
1962,COG,,,2.6199597905475,1113175.0
1962,COL,,,3.08229223919086,16599029.0
1962,COM,,,1.72508546230556,204702.0
1962,CPV,,,3.1269852986783,221919.0
1962,CRI,,,3.67111412949859,1429445.0
1962,CSS,,,2.22024379909018,1789993.0
1962,CUB,,,2.06302577033786,7541098.0
1962,CUW,,,1.79859409061968,128414.0
1962,CYM,,,2.0711820808516,8781.0
1962,CYP,,,0.994511028907358,601466.0
1962,CZE,,,0.395694490537776,9624660.0
1962,DEU,,,0.879431691508147,74025784.0
1962,DJI,,,4.26290642202511,93283.0
1962,DMA,,,1.2199198805463,60948.0
1962,DNK,,,0.778454921649097,4647727.0
1962,DOM,,,3.11422711468007,3479936.0
1962,DZA,,,1.46729511141391,11800771.0
1962,EAP,,,1.33310776080459,907473022.0
1962,EAR,,,2.61059028229766,1020130725.0
1962,EAS,,,1.38470519749892,1059216594.0
1962,ECA,,,2.11406841344697,134400419.0
1962,ECS,,,1.15344697425851,683342108.0
1962,ECU,,,2.85854814538601,4859269.0
1962,EGY,,,2.63205215522906,28337013.0
1962,EMU,,,0.859619639822526,274815182.0
1962,ERI,,,2.40315907380125,1019788.0
1962,ESP,,,0.920032286529714,31023366.0
1962,EST,,,1.34156955956572,1241623.0
1962,ETH,,,2.51989230818035,22465126.0
1962,EUU,,,0.838939235102671,363708887.0
1962,FCS,,,2.19993043874764,256265091.0
1962,FIN,,,0.679995399829919,4491443.0
1962,FJI,,,3.09715748245868,430536.0
1962,FRA,,,1.00427968918453,48389516.0
1962,FRO,,,1.16802248501655,34963.0
1962,FSM,,,3.54112834587104,46218.0
1962,GAB,,,1.22408435994584,524649.0
1962,GBR,,,0.848661387731873,53250000.0
1962,GEO,,,1.51934218612588,3760300.0
1962,GHA,,,2.40987515836032,7337375.0
1962,GIB,,,1.47498646299299,22197.0
1962,GIN,,,1.77232348862438,3684273.0
1962,GMB,,,2.709873897517,420163.0
1962,GNB,,,1.18464942776204,589474.0
1962,GNQ,,,1.94176661178561,280286.0
1962,GRC,,,0.595777103319398,8448233.0
1962,GRD,,,1.08498273670856,96375.0
1962,GRL,,,3.78502241310975,35000.0
1962,GTM,,,2.9618397565057,4312044.0
1962,GUM,,,2.60355321567046,73192.0
1962,GUY,,,2.1889978642927,595461.0
1962,HKG,,,4.2364946734332,3305200.0
1962,HND,,,2.82694516718677,2182064.0
1962,HPC,,,2.46773155280022,171771666.0
1962,HRV,,,0.703493717452063,4196712.0
1962,HTI,,,1.82954575428606,4001575.0
1962,HUN,,,0.322661285045066,10061734.0
1962,IBD,,,1.80942876000825,1950274734.0
1962,IBT,,,1.94040802979221,2366117598.0
1962,IDA,,,2.55921585515688,415842864.0
1962,IDB,,,2.59427144308253,127092381.0
1962,IDN,,,2.80698421797939,93375850.0
1962,IDX,,,2.54379386856117,288750483.0
1962,IMN,,,0.487961519595706,48688.0
1962,IND,,,2.3718292492177,457283090.0
1962,IRL,,,0.411628631985577,2836050.0
1962,IRN,,,3.03662701704347,22807907.0
1962,IRQ,,,3.00290326591226,7413875.0
1962,ISL,,,1.85336524391391,182378.0
1962,ISR,,,4.82451753282139,2293000.0
1962,ITA,,,0.676622989670017,50879450.0
1962,JAM,,,1.40474977266368,1696932.0
1962,JOR,,,4.6754555380581,940554.0
1962,JPN,,,0.929166208260758,94933000.0
1962,KAZ,,,3.20054379033543,10058928.0
1962,KEN,,,3.82605158835613,8299308.0
1962,KGZ,,,3.37774249953788,2333400.0
1962,KHM,,,2.24329352395046,5697558.0
1962,KIR,,,2.48324140372162,49538.0
1962,KNA,,,-1.59026986309692,54461.0
1962,KOR,,,2.85932081160452,26513030.0
1962,KWT,,,10.695054430572,384995.0
1962,LAC,,,2.83849688992572,205344230.0
1962,LAO,,,2.28335006052227,2219910.0
1962,LBN,,,3.16512317739473,1909578.0
1962,LBR,,,2.48004469712784,1197039.0
1962,LBY,,,4.17103321634044,1621960.0
1962,LCA,,,1.07982644496954,94505.0
1962,LCN,,,2.80369098108098,231038261.0
1962,LDC,,,2.46568156420423,257173413.0
1962,LIE,,,3.29866737816506,17443.0
1962,LKA,,,2.43868258271047,10143754.0
1962,LMY,,,2.01152765374279,2179211852.0
1962,LSO,,,2.98469941433202,781814.0
1962,LTE,,,1.30667436802699,1111293141.0
1962,LTU,,,1.3997309541126,2863350.0
1962,LUX,,,1.22493081884298,320750.0
1962,LVA,,,1.33380931662705,2181586.0
1962,MAC,,,2.55586587221762,177810.0
1962,MAF,,,3.16418184581251,4527.0
1962,MAR,,,2.66311341380874,12253092.0
1962,MCO,,,0.804933971573009,22078.0
1962,MDA,,,2.06568654448388,2147227.0
1962,MDG,,,2.5963453104807,5384150.0
1962,MDV,,,2.48570276840475,95802.0
1962,MEA,,,2.73483891221508,108830401.0
1962,MEX,,,3.21786520378848,39129200.0
1962,MHL,,,3.46131279565752,15755.0
1962,MIC,,,1.98377753319043,2036499219.0
1962,MKD,,,1.13253521133034,1471745.0
1962,MLI,,,1.4780736581045,5563917.0
1962,MLT,,,-0.415929121533107,323900.0
1962,MMR,,,2.20039913928751,22704719.0
1962,MNA,,,2.63678673935115,102288730.0
1962,MNE,,,2.29818366231939,502558.0
1962,MNG,,,3.13670431043954,1041444.0
1962,MNP,,,3.11926793956129,9280.0
1962,MOZ,,,1.94768658402485,6969364.0
1962,MRT,,,2.68381008289161,869184.0
1962,MUS,,,2.83733679491855,700349.0
1962,MWI,,,2.41370183053521,3806307.0
1962,MYS,,,2.6079933251221,8380172.0
1962,NAC,,,1.57972033214226,205196239.0
1962,NAM,,,2.08273515494746,615759.0
1962,NCL,,,3.35201618769523,85334.0
1962,NER,,,2.90509624858582,3714520.0
1962,NGA,,,2.09998826453802,46965292.0
1962,NIC,,,2.99686847860746,1892320.0
